Word count limit ratio,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Vocabulary,Score
0.748,0,1,0.527777778,0.007936508,0.30952381,0.729997759,0.715560903,0.122,17
0.436,0.055555556,1,0.476923077,0.010638298,0.035460993,0.936668314,0.777619844,0.208,23
0.756,0.166666667,1,0.482758621,0.024590164,0.016393443,0.956102206,0.641782887,0.058,14
0.416,0.304347826,1,0.4,0.01369863,0.02739726,1.033547253,0.744169698,0.222,23
0.142,0.56,1,0.573033708,0.062937063,0.006993007,1.0694354,1.008632213,0.274,22
0.852,0,1,0.454545455,0.054054054,0.027027027,1.208315599,0.701522442,0.034,13
0.268,0.434782609,0.982142857,0.541666667,0.019125683,0.005464481,1.167088609,1.071805232,0.216,22
0.922,0,1,0.5,0.333333333,0.025641026,1.498412698,0.391136364,0.03,5
0.766,0.166666667,1,0.419354839,0.042735043,0.008547009,0.958516562,0.729568475,0.09,17
0.678,0.5,1,0.647058824,0.01863354,0.01863354,0.832477076,0.677233113,0.1,17
0.59,0.454545455,0.967741935,0.5625,0.03902439,0.024390244,1.095290303,0.930703737,0.14,17
0.66,0.666666667,1,0.555555556,0.005882353,0,1.075533185,0.773412737,0.08,16
0.914,0,1,0.416666667,0.046511628,0.046511628,0.784130692,0.363590653,0.03,6
0.766,0.6,1,0.428571429,0.025641026,0.008547009,0.701862349,0.563222075,0.1,13
0.578,0.263157895,0.9375,0.396226415,0.023696682,0.004739336,1.096643313,1.021915402,0.13,14
0.392,0.304347826,0.979166667,0.64516129,0.039473684,0.009868421,1.16848468,1.023006179,0.22,21
0.522,0.263157895,0.967741935,0.632653061,0.025104603,0.008368201,0.843524134,0.714250033,0.156,22
0.76,0.8,1,0.482758621,0.041666667,0.025,0.987255306,0.864780564,0.068,14
0.798,0.333333333,1,0.818181818,0.04950495,0.03960396,0.826835565,0.753959232,0.076,16
0.676,0.166666667,1,0.46875,0.055555556,0.055555556,0.565582528,0.641511597,0.148,20
0.748,0.444444444,1,0.53125,0.007936508,0.03968254,0.988513224,0.782875841,0.08,15
0.632,0.384615385,0.961538462,0.488372093,0.032608696,0.005434783,1.256604736,1.150464479,0.118,13
0.364,0.75,1,0.381578947,0.034591195,0.018867925,1.141757207,0.901048361,0.196,9
0.758,1,1,0.4,0.049586777,0.033057851,0,0,0.106,8
0.752,0.222222222,1,0.538461538,0.032258065,0.008064516,0.56918738,0.541218204,0.088,16
0.504,0.666666667,1,0.394366197,0.032258065,0.008064516,1.371014461,1.094991419,0.124,20
0.43,0.7,1,0.573529412,0.021052632,0.028070175,0.991562195,0.757632139,0.194,19
0.644,0.043478261,1,0.6,0.011235955,0.011235955,0.864154564,0.721952273,0.136,21
0.6,0.176470588,0.964285714,0.488372093,0.05,0.02,1.091219438,0.941779362,0.13,21
0.946,0.5,1,0.6,0.037037037,0,0.732638889,0.321666667,0.018,7
0.488,0.5,1,0.5,0.0234375,0.0078125,1.166113018,0.93904536,0.154,20
0.744,0.5,1,0.526315789,0.0234375,0,0.84822787,0.507367239,0.084,16
0.512,0.692307692,1,0.483870968,0.098360656,0.032786885,1.287002508,1.03129414,0.186,12
0.756,0,1,0.620689655,0.008196721,0.008196721,0.706856324,0.707125719,0.096,17
0.652,0.75,0.740740741,0.295454545,0.057471264,0.011494253,1.134751533,0.742468989,0.086,16
0.692,0.142857143,1,0.5,0.058441558,0.032467532,0.956067178,0.949222003,0.128,18
0.556,0.727272727,0.964285714,0.62962963,0.022522523,0.022522523,0.749359467,0.793498466,0.168,17
0.774,0.2,1,0.740740741,0,0.008849558,0.731072932,0.870712804,0.064,14
0.56,0.095238095,0.918918919,0.45,0.018181818,0.009090909,1.033270409,0.917483559,0.146,22
0.766,0.571428571,0.947368421,0.566666667,0.025641026,0,1.046751502,0.727566307,0.064,8
0.74,0.153846154,1,0.432432432,0.015384615,0.038461538,1.03667001,0.782616497,0.108,17
0.704,0.444444444,1,0.575757576,0.006756757,0.013513514,1.382177004,0.874488169,0.084,16
0.67,0.833333333,1,0.404761905,0.096969697,0.048484848,0.863500967,0.682194609,0.102,7
0.594,0,1,0.566037736,0.039408867,0.034482759,1.113739337,0.903129888,0.108,21
0.934,0,1,0.5,0,0,0.599479617,0.587629253,0.022,8
0.524,0.107142857,1,0.416666667,0.021008403,0.021008403,0.903740428,0.989225307,0.174,24
0.72,0.071428571,0.875,0.352941176,0.021428571,0,0.752790658,0.710406169,0.102,20
0.692,0.625,1,0.423076923,0.103896104,0.038961039,0.718094424,0.612301969,0.104,19
0.526,0.4375,0.95,0.732142857,0.008438819,0.008438819,1.118495353,0.936847412,0.16,21
0.568,0.5,0.96,0.666666667,0.032407407,0.032407407,1.152494416,0.84413818,0.112,18
0.736,0.375,0.944444444,0.625,0,0.015151515,1.173892924,0.991031226,0.08,12
0.416,0.4,0.976744186,0.451219512,0.003424658,0.034246575,1.03132897,0.779976902,0.218,24
0.522,0.375,1,0.396825397,0.029288703,0.037656904,1.446538585,0.885933647,0.126,17
0.644,0.357142857,0.965517241,0.434782609,0.033707865,0.02247191,1.165188916,0.889226816,0.104,23
0.598,0.545454545,1,0.558139535,0.049751244,0.014925373,0.855918065,0.838292841,0.154,20
0.798,0.181818182,1,0.5,0.02970297,0.148514851,0.608777245,0.755148334,0.066,10
0.654,0.272727273,0.962962963,0.473684211,0.138728324,0.01734104,0.8075897,0.690775255,0.146,21
0.28,0.611111111,0.980769231,0.472527473,0.036111111,0.019444444,1.118999234,1.005950196,0.222,18
0.726,0.055555556,0.954545455,0.714285714,0.02919708,0.109489051,0.653347505,0.809035168,0.108,20
0.74,0.2,1,0.633333333,0.030769231,0.046153846,0.640404982,0.858830002,0.09,18
0.798,0,0.944444444,0.518518519,0.02970297,0,0.736575859,0.75942742,0.082,16
0.894,0,1,0.5,0.056603774,0,0.665010168,0.594309639,0.048,7
0.7,0.6,1,0.545454545,0.066666667,0.053333333,0.721049027,0.735675107,0.126,16
0.594,0.545454545,1,0.416666667,0.004926108,0.009852217,0.83123566,1.037955739,0.138,20
0.778,0.4,1,0.681818182,0.027027027,0,1.052689956,0.832870747,0.06,16
0.054,0.692307692,0.951612903,0.415929204,0.019027484,0.010570825,1.223614503,0.993721576,0.226,24
0.618,0.714285714,1,0.448979592,0.010471204,0.020942408,1.194858064,0.917738251,0.104,14
0.83,0.083333333,1,0.884615385,0.023529412,0.011764706,1.096424058,0.988208516,0.07,9
0.696,0.333333333,0.95,0.363636364,0.013157895,0.026315789,0.689402921,0.585530542,0.122,17
0.612,0.7,1,0.431372549,0.056701031,0.041237113,1.164966322,0.875751253,0.112,10
0.78,0.1,1,0.625,0.018181818,0.018181818,1.273173383,0.87119007,0.068,11
0.7,1,1,0.625,0.066666667,0.053333333,0.778088488,0.774710317,0.114,13
0.408,0.272727273,1,0.486111111,0,0.02027027,1.118815903,1.195716714,0.172,23
0.798,0.2,1,0.44,0.069306931,0.02970297,1.631122775,0.97521087,0.048,11
0.558,0.4,0.96969697,0.5,0.027149321,0.045248869,1.192871489,0.725464929,0.108,14
0.85,0.166666667,1,0.727272727,0,0.026666667,1.314281321,0.951909548,0.044,12
0.764,0.076923077,1,0.575757576,0.025423729,0.008474576,0.946705416,0.635510797,0.084,17
0.622,0.25,0.962962963,0.555555556,0.031746032,0.010582011,1.175180337,0.961550608,0.132,20
0.494,0.380952381,0.897435897,0.548387097,0.067193676,0.015810277,1.006469853,0.950491848,0.184,22
0.516,0.4,1,0.52,0.05785124,0.012396694,1.074059809,0.840892091,0.13,20
0.818,0.666666667,1,0.44,0.054945055,0.021978022,0.580624311,0.655572841,0.06,9
0.826,1,1,0.666666667,0.034482759,0.045977011,0,0,0.06,9
0.692,0.6,1,0.457142857,0.032467532,0.025974026,1.009169306,0.499558306,0.092,13
0.388,0.15625,1,0.455696203,0.029411765,0.130718954,0.584877529,0.697361884,0.27,20
0.688,0.4,1,0.441176471,0.038461538,0.019230769,1.296081688,0.798672414,0.088,14
0.826,0.25,0.928571429,0.631578947,0.034482759,0.034482759,0.259259259,0.57037037,0.054,11
0.652,0.363636364,1,0.611111111,0.068965517,0.086206897,0.812113101,0.778316746,0.132,16
0.794,0.428571429,1,0.409090909,0.116504854,0.029126214,0.701133307,0.587346133,0.068,15
0.338,0.291666667,1,0.558441558,0.045317221,0.018126888,1.000614885,0.86628935,0.218,21
0.882,0.5,1,0.4,0.016949153,0,0.432450247,0.553348873,0.054,11
0.912,0.666666667,1,0.6,0.113636364,0.022727273,0.498641272,0.321101662,0.032,8
0.832,0.1,1,0.55,0.023809524,0.011904762,1.313359566,1.185741308,0.046,14
0.524,0.352941176,1,0.488888889,0.029411765,0.008403361,0.826056342,0.864951437,0.172,20
0.662,0.25,1,0.58974359,0.053254438,0.041420118,0.942509173,0.76810294,0.104,11
0.658,0.230769231,1,0.414634146,0,0.005847953,0.944629758,0.899802725,0.116,18
0.338,0.5,1,0.554216867,0.114803625,0.006042296,1.036445377,0.815284377,0.24,20
0.712,0.3,1,0.512820513,0.041666667,0.013888889,1.317462356,1.019775876,0.084,18
0.62,0.545454545,0.92,0.477272727,0.021052632,0,1.261440239,1.041975565,0.106,18
0.912,0,1,0.75,0.022727273,0.022727273,0.756469431,0.603233066,0.03,13
0.436,0.5625,1,0.515151515,0.010638298,0,1.061280788,0.906966415,0.176,23
0.81,0.111111111,1,0.578947368,0.063157895,0.010526316,0.922625657,0.653524373,0.072,16
0.54,0.166666667,0.967741935,0.577777778,0.017391304,0.052173913,0.803335442,0.740603604,0.208,24
0.642,0.555555556,1,0.45,0,0.016759777,1.102684721,0.8107766,0.1,20
0.558,0.157894737,1,0.488888889,0.013574661,0.013574661,0.857008979,0.791900162,0.156,20
0.702,0.4,0.823529412,0.513513514,0.006711409,0.013422819,1.357717232,0.824060407,0.092,11
0.814,0.285714286,0.923076923,0.304347826,0.021505376,0.032258065,1.212497944,0.606652291,0.064,16
0.698,0.142857143,0.826086957,0.333333333,0.033112583,0.013245033,0.919256402,0.952382774,0.128,20
0.672,0.2,1,0.435897436,0.036585366,0.12804878,0.440983314,0.418026912,0.136,18
0.672,0.857142857,1,0.489361702,0.048780488,0.036585366,1.441353176,0.785249265,0.082,10
0.6,0.4,0.971428571,0.653061224,0.075,0.065,1.211673324,0.912040891,0.14,17
0.826,0.142857143,1,0.45,0.034482759,0.045977011,0.84967175,0.579807474,0.052,10
0.616,0.636363636,0.925925926,0.622222222,0.015625,0.005208333,1.216111472,1.065320883,0.138,22
0.806,1,1,0.5,0.020618557,0.175257732,0,0,0.096,16
0.812,0.111111111,1,0.666666667,0.010638298,0.010638298,1.456940247,1.233622028,0.048,11
0.334,0.714285714,1,0.575,0.021021021,0.006006006,0.911817022,0.910060291,0.252,16
0.77,0.222222222,1,0.538461538,0,0.008695652,0.872142888,0.81414217,0.082,16
0.918,0.5,1,0.555555556,0.048780488,0,0.271428571,0.280441176,0.028,8
0.206,0.545454545,0.970588235,0.421052632,0.047858942,0.025188917,1.124247519,0.850331518,0.262,21
0.814,0.142857143,1,0.565217391,0.064516129,0.11827957,0.916955513,0.710543634,0.064,16
0.738,0.2,1,0.483870968,0.015267176,0.045801527,0.671940168,1.054921305,0.072,13
0.806,0.111111111,1,0.545454545,0.010309278,0.041237113,1.000216508,0.805021603,0.056,14
0.2,0.875,1,0.410526316,0.04,0.015,1.136578339,1.149238782,0.192,16
0.662,0.25,1,0.452380952,0.023668639,0.017751479,1.14103359,0.93979609,0.122,18
0.696,0.454545455,1,0.527777778,0.013157895,0.013157895,1.235217034,0.866532991,0.082,13
0.704,0.555555556,1,0.347826087,0.067567568,0.033783784,0.768962511,0.804599934,0.11,18
0.688,0.4,1,0.606060606,0.012820513,0.044871795,1.036588978,0.73574024,0.08,10
0.78,0.25,1,0.64,0.063636364,0.672727273,1.024968756,0.708275162,0.07,19
0.382,0.16,0.980392157,0.626865672,0.01618123,0.01618123,1.175966714,1.418512128,0.162,12
0.738,0.133333333,1,0.428571429,0.038167939,0.030534351,1.12476217,0.95559282,0.094,17
0.704,0.428571429,1,0.631578947,0.027027027,0.060810811,1.603432285,1.116032147,0.07,7
0.332,0.142857143,0.979166667,0.552238806,0.008982036,0.005988024,0.851623388,1.025994674,0.22,24
0.504,0.277777778,1,0.518518519,0.016129032,0.024193548,0.843511222,0.941272344,0.176,21
0.482,0.222222222,0.92,0.346938776,0.023166023,0.046332046,0.472013554,0.787767649,0.234,24
0.724,0.666666667,1,0.592592593,0.043478261,0,0.85988583,0.695076243,0.09,16
0.816,0.571428571,1,0.636363636,0.02173913,0.065217391,0.675806297,0.532889222,0.072,14
0.162,0.35483871,0.985074627,0.418181818,0.007159905,0.035799523,0.953354668,1.06500886,0.318,24
0.798,0.5,0.933333333,0.666666667,0.00990099,0.01980198,1.126074759,0.870113136,0.064,12
0.85,0,1,0.571428571,0.013333333,0,0.501982857,0.717777647,0.066,14
0.662,0.384615385,1,0.487179487,0.047337278,0.00591716,1.060514639,0.828889443,0.104,17
0.542,0.176470588,1,0.474576271,0.021834061,0.034934498,0.895892404,0.848351798,0.17,24
0.858,0.5,1,0.6,0.070422535,0.028169014,0.50193342,0.635314408,0.058,13
0.442,0.5625,0.979166667,0.714285714,0,0.007168459,1.197617107,0.933339699,0.188,11
0.57,0.25,1,0.431034483,0.046511628,0.013953488,1.429809797,0.874886339,0.116,17
0.556,0.4,1,0.609756098,0.009009009,0.009009009,0.86018658,1.08904326,0.17,14
0.886,0.4,1,0.789473684,0.01754386,0,0.723682946,0.645907569,0.034,6
0.874,0.666666667,1,0.538461538,0.047619048,0,0.618884427,0.727442633,0.05,10
0.49,0.5,1,0.523809524,0.007843137,0.023529412,0.91536786,0.90504989,0.172,22
0.732,0.5,1,0.575757576,0.067164179,0.052238806,0.963686103,0.566506491,0.08,16
0.488,0.238095238,1,0.703125,0.03125,0.046875,1.511252205,1.19602645,0.172,16
0.544,0.466666667,1,0.411764706,0.035087719,0.052631579,1.028071604,0.956296061,0.138,16
0.738,0.333333333,1,0.516129032,0.061068702,0.007633588,0.853912379,0.7254313,0.108,19
0.624,0.307692308,0.970588235,0.5,0.037234043,0.031914894,0.987087154,0.875022472,0.134,21
0.61,0.125,0.939393939,0.489361702,0.025641026,0.020512821,1.047675049,0.960344021,0.124,20
0.418,0.714285714,1,0.532258065,0.027491409,0.013745704,1.16351212,0.948156933,0.19,24
0.486,0.533333333,1,0.585714286,0.027237354,0.019455253,1.305261583,0.895615825,0.144,16
0.764,0.666666667,1,0.75,0.059322034,0.118644068,0.483808088,0.370710051,0.122,22
0.694,0.625,0.952380952,0.4375,0.032679739,0.026143791,0.694818401,0.676962031,0.11,16
0.7,0.444444444,0.92,0.594594595,0.04,0.026666667,1.052901209,0.872449748,0.12,13
0.498,0.466666667,0.977272727,0.428571429,0.003984064,0.03187251,1.330742552,1.040065211,0.126,16
0.656,0.222222222,0.954545455,0.555555556,0.011627907,0.029069767,0.904217993,0.730334371,0.12,19
0.632,0.4,0.952380952,0.408163265,0.005434783,0.260869565,1.233676172,0.815532885,0.12,17
0.904,0,1,0.615384615,0.020833333,0.020833333,0.832034108,0.672131818,0.024,14
0.978,0,1,0.5,0,0.090909091,0.066666667,0.278031046,0.008,5
0.662,0.555555556,1,0.424242424,0.035502959,0.017751479,0.91113176,1.025360931,0.116,19
0.83,0.285714286,0.923076923,0.666666667,0.058823529,0.011764706,0.819548056,0.478621895,0.07,12
0.832,0,1,0.411764706,0,0,0.634597671,0.818812297,0.074,17
0.548,0.125,0.974358974,0.507692308,0.030973451,0.048672566,1.031630335,0.735614983,0.146,17
0.918,1,1,0.5,0.048780488,0,0.295454545,0.366666667,0.04,11
0.816,0.8,1,0.590909091,0.02173913,0.010869565,0.650619574,0.634284247,0.058,7
0.674,0.307692308,0.842105263,0.333333333,0.067484663,0.049079755,1.026270526,0.853939488,0.106,17
0.716,0.25,0.909090909,0.606060606,0.035211268,0.070422535,0.913380576,0.75368256,0.108,16
0.806,0.428571429,0.928571429,0.55,0.051546392,0.020618557,0.610958685,0.555113148,0.068,15
0.87,0.333333333,1,0.666666667,0.015384615,0,0.869035566,0.727027936,0.044,9
0.41,0.458333333,0.956521739,0.608108108,0.023728814,0.044067797,0.838678411,0.784388595,0.236,24
0.51,0.411764706,1,0.44,0.032653061,0.040816327,0.947766671,1.143449535,0.182,24
0.804,0.666666667,1,0.541666667,0.030612245,0.030612245,0.626094494,0.393186707,0.078,14
0.886,0.25,1,0.533333333,0.035087719,0.052631579,1.146961451,0.636349206,0.036,12
0.814,0.375,1,0.5625,0,0.010752688,0.817016178,0.749169719,0.048,16
0.806,0.5,0.933333333,0.571428571,0.020618557,0.010309278,1.272323633,0.657498055,0.056,18
0.634,0.416666667,0.935483871,0.509803922,0.027322404,0.032786885,0.992117492,0.70551553,0.116,15
0.52,0.166666667,0.970588235,0.351851852,0.029166667,0.008333333,0.97517054,0.872616048,0.176,20
0.914,0.5,1,0.384615385,0.093023256,0.046511628,0.772727273,0.269204545,0.028,8
0.562,0.333333333,0.945945946,0.553571429,0.00913242,0.03196347,1.239469312,1.011375725,0.106,18
0.842,0.166666667,1,0.6875,0.012658228,0,0.557493823,0.551490829,0.072,14
0.902,1,1,0.545454545,0,0.020408163,0.304761905,0.238035714,0.04,8
0.874,0.666666667,1,0.384615385,0.111111111,0,0.769483951,0.442842845,0.05,8
0.686,0.75,1,0.459459459,0.038216561,0.070063694,0.563888385,0.447386238,0.132,13
0.408,0.6,1,0.422535211,0.02027027,0.023648649,0.812511429,0.900266698,0.208,24
0.528,0.875,0.92,0.609756098,0,0.016949153,0.880801489,0.793116814,0.152,18
0.776,1,1,0.6,0,0,0.701846488,0.634520757,0.06,11
0.562,0.5,1,0.510638298,0.02283105,0,1.219346145,0.817615809,0.11,18
0.844,0.142857143,1,0.916666667,0,0.076923077,0.480193757,0.617292443,0.066,20
0.832,0.5,0.916666667,0.6875,0,0,0.274910506,0.28859127,0.058,11
0.86,0.166666667,0.909090909,0.473684211,0.014285714,0.028571429,0.800380982,0.544483371,0.046,13
0.47,0.615384615,1,0.492063492,0.064150943,0.033962264,0.871754046,0.937985522,0.222,23
0.612,0.333333333,1,0.625,0.020618557,0,1.147457245,0.869414003,0.108,17
0.472,0.533333333,1,0.485714286,0.03030303,0.022727273,1.357985237,0.882875124,0.16,22
0.51,0.068965517,0.941176471,0.611111111,0.032653061,0.012244898,1.287977158,1.057416856,0.134,17
0.652,0.571428571,0.95,0.5,0.109195402,0.005747126,0.817036585,0.701420051,0.148,16
0.592,0.875,0.964285714,0.488888889,0.004901961,0.029411765,0.960060884,0.922629159,0.126,19
0.52,0.461538462,1,0.484848485,0.054166667,0.041666667,1.183742829,0.800408056,0.17,15
0.724,0.714285714,1,0.314285714,0.02173913,0.007246377,0.944143146,0.783236576,0.092,20
0.842,0.090909091,1,0.454545455,0.025316456,0.063291139,0.916175555,0.824766978,0.056,16
0.486,0.125,0.96875,0.449275362,0.035019455,0.046692607,1.139089263,0.960849732,0.168,24
0.638,0.117647059,0.925925926,0.666666667,0.011049724,0.016574586,1.027321155,1.095722437,0.142,17
0.648,0.214285714,1,0.395348837,0.051136364,0.034090909,0.806143986,0.834194659,0.132,19
0.454,0.25,0.977272727,0.485294118,0.021978022,0,1.079628312,0.953133513,0.164,22
0.59,0.875,0.965517241,0.382978723,0.029268293,0.004878049,1.034926391,0.850402774,0.13,18
0.64,0.444444444,1,0.489795918,0.033333333,0.011111111,1.039436021,0.999951335,0.106,8
0.762,0.066666667,1,0.580645161,0.016806723,0.016806723,1.146250675,0.801049755,0.07,12
0.81,0.5,1,0.6,0.010526316,0,0.69850444,0.78086576,0.074,16
0.754,0.75,1,0.607142857,0.032520325,0.040650407,1.051672622,0.837715201,0.074,14
0.516,0.636363636,1,0.45,0.078512397,0.020661157,1.140891188,0.82514803,0.156,18
0.57,0.057142857,0.966666667,0.603773585,0.027906977,0.060465116,0.655277647,0.707469229,0.152,21
0.404,0.529411765,1,0.373134328,0,0.013422819,0.875918326,1.005644623,0.23,24
0.856,0.2,1,0.866666667,0.013888889,0.013888889,0.685555058,0.652646075,0.042,14
0.8,0.666666667,1,0.444444444,0,0.02,0.786255543,0.629677845,0.068,10
0.728,0.363636364,1,0.571428571,0.014705882,0,1.232484139,0.884136358,0.086,14
0.618,0.230769231,0.928571429,0.43902439,0.068062827,0.020942408,1.062264547,0.790720172,0.136,18
0.916,0.25,1,0.6,0.023809524,0.047619048,0.65976431,0.57700272,0.04,8
0.674,1,1,0.4,0.104294479,0.012269939,0.532446502,0.398040399,0.096,14
0.746,0.714285714,1,0.655172414,0.015748031,0.007874016,0.691665507,0.621304991,0.084,19
0.714,0.272727273,1,0.535714286,0.041958042,0.062937063,0.823619746,0.677383575,0.118,10
0.796,0.5,1,0.428571429,0.029411765,0.019607843,1.061085442,0.606790233,0.06,18
0.374,0.185185185,1,0.586666667,0.022364217,0.006389776,0.832399541,0.826404505,0.236,23
0.696,0.666666667,1,0.64516129,0.019736842,0.039473684,0.977090613,0.760513476,0.094,14
0.524,0.642857143,0.972972973,0.508196721,0.029411765,0.008403361,1.095762551,0.823233867,0.136,23
0.664,0.5,1,0.612903226,0.089285714,0,1.267703353,0.802455445,0.088,18
0.816,0.1,1,0.45,0,0.032608696,0.716487599,1.007876465,0.082,17
0.916,0.5,1,0.363636364,0.023809524,0,0.275090188,0.291881868,0.036,10
0.76,0.6,0.888888889,0.620689655,0.016666667,0.05,0.670834536,0.680727513,0.096,16
0.56,0.533333333,1,0.725490196,0.05,0.022727273,1.188381494,0.864912015,0.108,14
0.668,0.5,1,0.588235294,0.024096386,0.024096386,0.868593965,0.807168918,0.128,15
0.638,0.214285714,1,0.365853659,0.044198895,0.011049724,0.863768303,0.677869366,0.126,19
0.752,0.666666667,1,0.461538462,0.024193548,0.008064516,0.819615046,0.567185979,0.088,15
0.614,0.461538462,0.96969697,0.6,0.020725389,0.005181347,1.135547818,0.830710457,0.134,19
0.608,0.777777778,1,0.367346939,0.035714286,0.010204082,0.660922723,0.757193757,0.156,17
0.612,0.416666667,0.971428571,0.490909091,0.030927835,0.056701031,1.126877176,0.818480225,0.106,18
0.822,0.75,1,0.6,0.078651685,0.011235955,0.863054582,0.660143213,0.056,8
0.468,0.368421053,0.935483871,0.515151515,0.015037594,0.033834586,1.081090803,0.957579731,0.156,22
0.912,0,1,0.769230769,0,0,0.747628529,0.482224327,0.034,8
0.618,0.142857143,0.96969697,0.448275862,0.015706806,0.036649215,0.947699354,0.942252866,0.154,23
0.858,0.25,1,0.625,0,0,0.863380617,0.454007592,0.042,12
0.71,0.5,1,0.62962963,0.006896552,0,1.107662337,0.878625522,0.074,9
0.724,1,1,0.583333333,0.02173913,0.057971014,0,0,0.076,7
0.312,0.214285714,1,0.5,0.029069767,0.002906977,1.012147801,1.018047002,0.196,19
0.68,0.071428571,1,0.6875,0.0375,0.01875,0.788724211,0.781285303,0.108,16
0.698,0.071428571,0.904761905,0.470588235,0.033112583,0.006622517,0.935976155,0.975970503,0.122,20
0.606,0,1,0.441860465,0.040609137,0.010152284,0.939365104,0.991394022,0.15,18
0.746,0.333333333,0.913043478,0.447368421,0.039370079,0.039370079,1.006800421,0.808997907,0.09,16
0.46,0.45,0.975609756,0.508196721,0.014814815,0,1.125427358,0.965554329,0.178,24
0.908,0.25,1,0.454545455,0.065217391,0,0.720652727,0.522169171,0.028,7
0.55,0.375,1,0.716981132,0.017777778,0.008888889,1.259728394,1.012926889,0.142,11
0.704,0.714285714,0.923076923,0.325581395,0.027027027,0.047297297,1.076184329,1.02140901,0.096,21
0.384,0.222222222,1,0.466666667,0.055194805,0.016233766,1.026999416,0.898543691,0.24,18
0.842,0.285714286,1,0.375,0.126582278,0.025316456,0.751880963,0.596187282,0.062,15
0.8,0.285714286,0.904761905,0.5,0.08,0.09,0.814143628,0.566773968,0.066,12
0.796,0.222222222,1,0.333333333,0.137254902,0.039215686,1.062826375,0.622593321,0.066,6
0.652,0.666666667,1,0.387755102,0.063218391,0.028735632,1.413135728,0.765772784,0.082,16
0.514,0.208333333,1,0.50877193,0.032921811,0.04526749,0.771272079,0.790299848,0.192,18
0.796,1,1,0.529411765,0.058823529,0,0,0,0.054,12
0.434,0.3,1,0.527027027,0.003533569,0.060070671,1.2140926,0.868330247,0.202,21
0.826,0.5,1,0.56,0.091954023,0.022988506,0.703474418,0.676576956,0.088,10
0.536,0.538461538,0.9375,0.462962963,0.004310345,0,1.145800585,0.939377513,0.128,20
0.71,0.181818182,1,0.515151515,0.048275862,0.006896552,0.796163089,0.774165249,0.112,14
0.55,0.095238095,0.970588235,0.553571429,0.022222222,0.008888889,1.417114231,1.070985232,0.14,24
0.368,0.454545455,0.975609756,0.480519481,0.009493671,0.060126582,0.952595744,0.746768215,0.192,22
0.63,0.6,0.904761905,0.45,0.032432432,0.037837838,0.738543526,0.718540686,0.126,18
0.316,0.176470588,1,0.55,0.111111111,0.032163743,0.957271416,0.975387467,0.276,20
0.506,0.588235294,1,0.412698413,0.012145749,0.016194332,1.564417095,1.040933575,0.13,22
0.814,0.111111111,0.916666667,0.565217391,0.010752688,0.010752688,0.835645609,0.676387404,0.064,14
0.548,0.545454545,1,0.603773585,0.053097345,0.053097345,0.726366259,0.849559802,0.19,23
0.806,0.5,1,0.454545455,0.010309278,0,0.848715022,0.68159317,0.072,17
0.914,1,1,0.5,0.023255814,0,0.344791667,0.371465201,0.036,9
0.496,0.4,1,0.360655738,0.023809524,0.03968254,1.2392302,1.04109974,0.168,24
0.836,0.6,1,0.578947368,0.048780488,0,0.796921471,0.793704882,0.052,12
0.764,0.333333333,1,0.714285714,0.008474576,0.016949153,0.544476086,0.65515763,0.104,16
0.85,0,1,0.4375,0.08,0,0.685111933,0.720451758,0.074,9
0.418,0.666666667,0.925,0.448275862,0.013745704,0.003436426,0.96557302,0.879249221,0.206,21
0.836,0.5,1,0.476190476,0.048780488,0,0.95164851,0.649695756,0.06,14
0.646,0.545454545,1,0.4,0.016949153,0.005649718,0.905816786,1.015290139,0.118,16
0.826,0.285714286,1,0.55,0.011494253,0,0.692208749,0.675023002,0.064,17
0.552,0.384615385,0.970588235,0.542372881,0.008928571,0.049107143,0.930477248,0.791427961,0.15,18
0.708,1,0.944444444,0.689655172,0.04109589,0,0.704216905,0.647382754,0.1,16
0.89,1,1,0.7,0.109090909,0,0,0,0.046,6
0.49,0.411764706,0.947368421,0.49122807,0.054901961,0.023529412,1.069238111,0.866509281,0.214,18
0.438,0.058823529,1,0.5,0.014234875,0.014234875,1.07011821,0.957364165,0.176,18
0.312,0.166666667,0.981481481,0.461538462,0.034883721,0.01744186,0.826066763,0.796221092,0.264,24
0.766,0.2,1,0.607142857,0.034188034,0,1.057704859,0.753190072,0.064,20
0.78,0.8,1,0.576923077,0.009090909,0.018181818,0.702940277,0.561805524,0.074,9
0.576,0.263157895,1,0.641509434,0.018867925,0.037735849,1.041459241,0.847167483,0.13,17
0.758,0.5,1,0.633333333,0.041322314,0.016528926,0.902745386,0.677610671,0.088,16
0.93,0.5,0.833333333,0.818181818,0.028571429,0,0.571428571,0.272303391,0.028,5
0.796,0.375,1,0.384615385,0.019607843,0.039215686,1.061224141,0.777868017,0.052,13
0.874,1,1,0.5,0.015873016,0.015873016,0.511706349,0.315135836,0.04,12
0.618,0.08,0.962962963,0.5,0.02617801,0.005235602,0.82105567,0.755185447,0.186,22
0.808,0,0.916666667,0.526315789,0.03125,0,0.820096254,0.632724846,0.066,18
0.862,0.25,1,0.631578947,0.014492754,0.014492754,0.502721791,0.423188339,0.058,11
0.548,0.75,1,0.542372881,0.057522124,0.022123894,1.179360392,0.876225198,0.17,16
0.836,0.111111111,1,0.45,0.012195122,0.036585366,1.299510216,0.871580777,0.044,7
